ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,,,,,,,,,,,,,,,,
6,Melbourne,Australian Open,21/01/2016,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Hewitt L.,8,308,4145,160,6,2,6,4,6,4,,,,,3,0,Completed,1,12,6,1,12,5,75,1,11,6,5,1,15,6,34,1,15,6,5,1,13,5,91,,,,,
6,Melbourne,Australian Open,21/01/2016,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Bolelli S.,17,64,1720,765,6,4,6,2,6,7,7,5,,,3,1,Completed,1,16,5,1,18,4,5,1,17,5,1,2,5,24,1,2,5,5,1,18,4,8,,,,,,
6,Melbourne,Australian Open,22/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Goffin D.,Thiem D.,16,20,1835,1645,6,1,3,6,7,6,7,5,,,3,1,Completed,2,37,1,53,2,5,1,5,2,5,1,53,2,47,1,63,2,6,1,67,2,42,1,56,,,,
6,Melbourne,Australian Open,22/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Garcia-Lopez G.,7,27,4235,1430,7,5,2,6,6,3,6,4,,,3,1,Completed,1,6,10,1,5,8,5,1,8,8,1,9,9,71,1,9,10,1,7,8,57,,,,,,,
6,Melbourne,Australian Open,22/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,Herbert P.H.,10,167,2725,313,6,4,7,6,7,6,,,,,3,0,Completed,1,8,8,1,8,7,25,1,1,7,1,1,8,78,1,11,9,4,1,8,7,55,,,,,,
6,Melbourne,Australian Open,22/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Dimitrov G.,3,28,8165,1420,6,4,3,6,6,1,6,4,,,3,1,Completed,1,8,7,5,1,11,6,1,1,7,1,9,9,92,1,11,10,1,8,7,82,,,,,,,
6,Melbourne,Australian Open,22/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Simon G.,Delbonis F.,15,53,2145,815,6,3,6,2,6,1,,,,,3,0,Completed,1,16,5,1,13,5,5,1,14,5,5,1,18,5,91,1,19,6,23,1,15,5,51,,,,,
6,Melbourne,Australian Open,22/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Seppi A.,1,29,16790,1290,6,1,7,5,7,6,,,,,3,0,Completed,1,1,26,1,1,13,1,1,26,1,1,51,1,1,58,1,1,23,17,,,,,,,,,
6,Melbourne,Australian Open,22/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Bautista R.,Cilic M.,21,13,1640,2405,6,4,7,6,7,5,,,,,3,0,Completed,3,4,1,33,3,1,1,33,3,25,1,36,3,45,1,37,3,5,1,37,3,25,1,33,,,,
6,Melbourne,Australian Open,22/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Kyrgios N.,6,30,4560,1260,6,3,6,4,1,6,6,4,,,3,1,Completed,1,66,2,2,1,68,2,15,1,62,2,25,1,71,2,3,1,75,2,3,1,66,2,21,,,,
6,Melbourne,Australian Open,23/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Isner J.,Lopez F.,11,19,2495,1690,6,7,7,6,6,2,6,4,,,3,1,Completed,1,44,2,75,1,45,2,7,1,5,2,62,1,54,2,71,1,54,2,88,1,48,2,65,,,,
6,Melbourne,Australian Open,23/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Troicki V.,14,26,2270,1475,6,2,6,3,6,4,,,,,3,0,Completed,1,2,4,5,1,22,4,1,2,4,5,1,21,5,1,1,24,5,17,1,2,4,54,,,,,
6,Melbourne,Australian Open,23/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Rosol L.,4,51,6865,827,6,2,6,3,7,6,,,,,3,0,Completed,1,7,9,1,7,8,1,7,8,5,1,8,10,54,1,9,11,1,7,8,74,,,,,,,
6,Melbourne,Australian Open,23/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Johnson S.,8,32,4145,1240,6,1,6,4,6,4,,,,,3,0,Completed,1,22,4,33,1,17,4,75,1,17,5,1,26,4,39,1,26,5,5,1,2,4,52,,,,,
6,Melbourne,Australian Open,23/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Robert S.,25,225,1485,233,7,5,6,3,6,2,,,,,3,0,Completed,1,6,10,1,6,8,5,1,7,8,5,1,8,10,69,1,8,11,2,1,6,8,61,,,,,
6,Melbourne,Australian Open,23/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Kuznetsov An.,Sela D.,74,87,693,633,7,5,3,6,6,1,7,6,,,3,1,Completed,1,44,2,75,1,45,2,7,1,44,2,75,1,56,2,64,1,56,3,1,47,2,67,,,,,
6,Melbourne,Australian Open,23/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Sousa J.,2,33,8945,1191,6,2,3,6,6,2,6,2,,,3,1,Completed,1,1,23,1,1,13,1,1,21,1,2,26,1,1,2,29,1,1,18,28,,,,,,,,
6,Melbourne,Australian Open,23/01/2016,Grand Slam,Outdoor,Hard,3rd Round,5,Tomic B.,Millman J.,17,95,1720,611,6,4,7,6,6,2,,,,,3,0,Completed,1,12,6,1,12,5,75,1,14,5,5,1,16,6,31,1,16,6,83,1,13,5,87,,,,,
6,Melbourne,Australian Open,24/01/2016,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Tsonga J.W.,7,10,4235,2725,6,4,6,2,6,4,,,,,3,0,Completed,1,72,2,1,1,75,2,1,73,2,1,1,75,2,24,1,76,2,25,1,72,2,11,,,,,
6,Melbourne,Australian Open,24/01/2016,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Simon G.,1,15,16790,2145,6,3,6,7,6,4,4,6,6,3,3,2,Completed,1,1,21,1,1,13,1,2,17,1,2,27,16,1,2,34,1,1,18,36,,,,,,,,
6,Melbourne,Australian Open,24/01/2016,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Bautista R.,6,21,4560,1640,4,6,6,4,6,3,1,6,6,3,3,2,Completed,1,25,4,1,25,3,75,1,29,3,75,1,28,4,18,1,29,4,18,1,25,3,89,,,,,
6,Melbourne,Australian Open,24/01/2016,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Goffin D.,3,16,8165,1835,6,2,6,1,6,4,,,,,3,0,Completed,1,4,13,1,4,10,1,4,11,1,6,13,84,1,6,14,1,4,11,12,,,,,,,,
6,Melbourne,Australian Open,25/01/2016,Grand Slam,Outdoor,Hard,4th Round,5,Monfils G.,Kuznetsov An.,25,74,1485,693,7,5,3,6,6,3,7,6,,,3,1,Completed,1,25,4,1,25,3,75,1,25,4,1,23,4,8,1,29,4,8,1,24,4,13,,,,,,
6,Melbourne,Australian Open,25/01/2016,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Wawrinka S.,14,4,2270,6865,6,4,6,3,5,7,4,6,6,3,3,2,Completed,2,37,1,57,2,35,1,55,2,38,1,57,2,38,1,67,2,45,1,69,2,34,1,6,,,,
6,Melbourne,Australian Open,25/01/2016,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Isner J.,8,11,4145,2495,6,4,6,4,7,5,,,,,3,0,Completed,1,5,2,62,1,5,2,5,1,53,2,5,1,55,2,66,1,61,2,7,1,51,2,56,,,,
6,Melbourne,Australian Open,25/01/2016,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Tomic B.,2,17,8945,1720,6,4,6,4,7,6,,,,,3,0,Completed,1,8,8,1,9,7,1,8,8,1,11,8,37,1,11,9,5,1,9,7,69,,,,,,,
6,Melbourne,Australian Open,26/01/2016,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Berdych T.,3,6,8165,4560,7,6,6,2,6,4,,,,,3,0,Completed,1,16,5,1,16,4,75,1,17,5,1,19,5,69,1,21,5,75,1,17,5,15,,,,,,
6,Melbourne,Australian Open,26/01/2016,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Nishikori K.,1,7,16790,4235,6,3,6,2,6,4,,,,,3,0,Completed,1,12,6,1,14,5,4,1,12,6,1,16,6,39,1,16,6,5,1,14,5,84,,,,,,
6,Melbourne,Australian Open,27/01/2016,Grand Slam,Outdoor,Hard,Quarterfinals,5,Murray A.,Ferrer D.,2,8,8945,4145,6,3,6,7,6,2,6,3,,,3,1,Completed,1,16,5,1,17,4,8,1,17,5,1,18,5,73,1,23,5,75,1,18,4,92,,,,,,
6,Melbourne,Australian Open,27/01/2016,Grand Slam,Outdoor,Hard,Quarterfinals,5,Raonic M.,Monfils G.,14,25,2270,1485,6,3,3,6,6,3,6,4,,,3,1,Completed,1,36,3,25,1,35,3,1,1,36,3,25,1,39,3,32,1,39,3,5,1,35,3,22,,,,
6,Melbourne,Australian Open,28/01/2016,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Federer R.,1,3,16790,8165,6,1,6,2,3,6,6,3,,,3,1,Completed,1,3,3,5,1,33,3,1,1,3,3,5,1,36,3,6,1,4,3,75,1,32,3,41,,,,
6,Melbourne,Australian Open,29/01/2016,Grand Slam,Outdoor,Hard,Semifinals,5,Murray A.,Raonic M.,2,14,8945,2270,4,6,7,5,6,7,6,4,6,2,3,2,Completed,1,36,3,25,1,38,3,1,33,3,4,1,4,3,35,1,41,3,5,1,36,3,19,,,,,
6,Melbourne,Australian Open,31/01/2016,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Murray A.,1,2,16790,8945,6,1,7,5,7,6,,,,,3,0,Completed,1,2,5,1,2,4,4,1,2,5,1,21,5,38,1,22,5,5,1,19,4,92,,,,,,
33,Paris,French Open,22/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Kyrgios N.,Cecchinato M.,19,124,1855,478,7,6,7,6,6,4,,,,,3,0,Completed,1,2,17,1,2,10,1,3,13,1,3,18,6,1,4,20,1,2,13,93,,,,,,,,
33,Paris,French Open,22/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Paire B.,Albot R.,21,137,1641,423,6,2,4,6,6,4,1,6,6,4,3,2,Completed,1,14,5,1,15,4,6,1,17,5,1,17,6,2,1,2,6,2,1,16,5,11,,,,,,
33,Paris,French Open,22/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Sijsling I.,Ungur A.,123,203,484,264,6,1,6,2,7,6,,,,,3,0,Completed,2,1,1,66,2,2,1,6,2,1,1,73,2,12,1,81,2,38,1,81,2,17,1,68,,,,
33,Paris,French Open,22/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Gabashvili T.,Young D.,79,76,706,712,7,6,6,2,6,3,,,,,3,0,Completed,1,72,2,1,7,2,1,73,2,1,88,2,2,1,88,2,2,1,76,2,5,,,,,,,
33,Paris,French Open,22/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Kuznetsov An.,Becker B.,40,96,1063,600,6,2,6,2,6,4,,,,,3,0,Completed,1,8,8,1,9,6,1,1,7,1,1,8,67,1,11,9,1,9,7,47,,,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Rosol L.,4,59,6315,815,4,6,6,1,3,6,6,3,6,4,3,2,Completed,1,7,9,1,6,7,5,1,6,9,1,6,10,28,1,7,11,1,6,9,12,,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Pavlasek A.,Carballes Baena R.,132,114,442,523,6,2,4,6,6,3,1,6,6,1,3,2,Completed,2,37,1,53,2,3,1,55,2,5,1,53,2,16,1,78,2,45,1,78,2,31,1,61,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Chardy J.,Mayer L.,32,68,1265,755,6,4,3,6,6,4,6,2,,,3,1,Completed,1,66,2,1,1,7,2,1,73,2,1,1,75,2,2,1,73,2,2,1,7,2,13,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Troicki V.,Dimitrov G.,24,36,1535,1150,2,6,6,3,5,7,7,5,6,3,3,2,Completed,2,37,1,53,2,25,1,55,2,38,1,57,2,57,1,57,2,63,1,59,2,44,1,55,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Daniel T.,Klizan M.,93,45,614,960,3,6,4,6,7,5,6,4,3,0,2,2,Retired,1,4,2,75,1,45,2,55,1,44,2,75,1,39,3,28,1,48,3,28,1,43,2,79,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Mannarino A.,Kukushkin M.,58,83,825,699,6,4,2,6,6,2,6,4,,,3,1,Completed,2,2,1,61,1,95,1,72,2,1,1,73,2,14,1,79,2,2,1,79,2,7,1,73,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Lajovic D.,Kudla D.,81,53,701,855,6,4,6,3,6,3,,,,,3,0,Completed,1,57,2,25,1,52,2,35,1,57,2,38,1,58,2,54,1,58,2,6,1,54,2,47,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Raonic M.,Tipsarevic J.,9,680,2785,38,6,3,6,2,7,6,,,,,3,0,Completed,1,2,19,1,2,10,1,3,13,1,3,20,5,1,3,19,74,1,2,14,21,,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Dodig I.,Youzhny M.,77,78,708,707,6,4,5,7,7,5,2,6,6,3,3,2,Completed,1,53,2,37,1,58,2,2,1,62,2,25,1,68,2,34,1,68,2,4,1,61,2,29,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Brown D.,Sela D.,116,62,520,781,6,7,6,4,7,6,4,6,6,4,3,2,Completed,1,44,2,62,1,5,2,4,1,44,2,62,1,56,2,6,1,56,2,75,1,49,2,58,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Karlovic I.,Montanes A.,28,98,1280,592,6,2,7,6,7,6,,,,,3,0,Completed,2,1,72,1,9,1,75,2,1,73,2,14,1,79,2,14,1,83,2,4,1,75,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Thompson J.,Djere L.,94,215,608,249,6,3,6,4,7,5,,,,,3,0,Completed,2,37,1,53,2,35,1,52,2,38,1,57,2,38,1,62,2,5,1,65,2,31,1,59,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Pella G.,Schwartzman D.,48,63,899,781,6,2,3,6,6,2,6,3,,,3,1,Completed,1,72,2,1,7,2,1,67,2,2,1,69,2,3,1,75,2,3,1,68,2,15,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Sock J.,Haase R.,25,86,1505,685,6,3,7,5,3,6,6,7,6,2,3,2,Completed,1,14,5,5,1,18,4,1,17,5,1,18,5,63,1,2,6,1,17,4,99,,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Simon G.,Dutra Silva R.,18,463,1945,82,7,6,6,4,6,2,,,,,3,0,Completed,1,12,6,1,14,4,75,1,12,6,1,15,6,35,1,16,6,35,1,13,5,77,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Johnson S.,52,34,855,1190,7,5,6,4,7,5,,,,,3,0,Completed,1,3,3,4,1,33,3,1,33,3,4,1,33,3,64,1,35,3,64,1,31,3,36,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Nishikori K.,Bolelli S.,6,115,4470,522,6,1,7,5,6,3,,,,,3,0,Completed,1,2,19,1,1,12,1,2,13,1,2,22,73,1,3,24,1,2,16,28,,,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Bourgue M.,Samper-Montana J.,164,216,326,249,7,5,7,6,7,6,,,,,3,0,Completed,1,66,2,1,1,72,1,95,1,73,2,1,68,2,33,1,8,2,33,1,73,2,8,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Trungelliti M.,Cilic M.,166,10,323,2775,7,6,3,6,6,4,6,2,,,3,1,Completed,9,1,7,7,1,7,9,1,6,13,89,1,5,13,89,1,8,9,57,1,6,,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Ramos-Vinolas A.,Zeballos H.,55,89,853,641,6,3,4,6,7,5,6,0,,,3,1,Completed,1,18,4,5,1,16,4,25,1,2,4,5,1,17,6,2,1,21,6,2,1,17,4,96,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Edmund K.,Basilashvili N.,82,104,701,563,7,6,6,7,7,5,6,1,,,3,1,Completed,1,53,2,37,1,58,2,25,1,57,2,38,1,66,2,37,1,7,2,4,1,61,2,29,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Martin A.,Munoz De La Nava D.,133,105,438,561,6,2,6,3,4,6,6,4,,,3,1,Completed,2,5,1,5,2,4,1,5,2,5,1,53,2,62,1,56,2,65,1,57,2,51,1,52,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Fratangelo B.,Querrey S.,103,37,567,1135,6,3,6,1,6,7,6,3,,,3,1,Completed,3,1,36,2,8,1,38,3,1,4,3,5,1,43,3,4,1,44,2,95,1,39,,,,,,
33,Paris,French Open,23/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Gasquet R.,Bellucci T.,12,57,2725,825,6,1,6,3,6,4,,,,,3,0,Completed,1,14,5,5,1,16,4,5,1,22,4,33,1,18,5,76,1,22,5,8,1,15,5,26,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Coric B.,Fritz T.,47,67,935,758,6,3,6,1,6,3,,,,,3,0,Completed,1,28,3,5,1,25,3,3,1,33,3,4,1,31,3,85,1,33,3,85,1,29,3,51,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Jaziri M.,Mayer F.,72,236,751,229,6,4,3,6,6,1,6,2,,,3,1,Completed,1,61,2,2,1,65,2,5,1,67,2,2,1,68,2,34,1,68,2,34,1,64,2,23,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Bedene A.,Melzer G.,66,129,765,452,4,6,6,3,6,4,6,4,,,3,1,Completed,1,44,2,62,1,42,2,65,1,5,2,62,1,55,2,64,1,55,2,65,1,49,2,58,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Berdych T.,Pospisil V.,8,46,2850,955,6,3,6,2,6,1,,,,,3,0,Completed,1,7,9,1,6,7,5,1,8,8,1,8,9,87,1,9,9,87,1,7,8,28,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Tomic B.,Baker B.,22,662,1625,40,6,3,6,4,6,4,,,,,3,0,Completed,1,36,3,1,38,2,8,1,36,3,25,1,39,3,28,1,44,3,28,1,36,3,6,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Estrella Burgos V.,Marchenko I.,87,71,670,751,7,5,6,4,6,3,,,,,3,0,Completed,1,5,2,5,1,5,2,4,1,53,2,5,1,59,2,52,1,59,2,62,1,53,2,47,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,Cervantes I.,15,69,2430,755,3,6,6,2,7,5,6,1,,,3,1,Completed,1,6,10,1,5,7,5,1,6,9,1,5,13,89,1,6,13,89,1,5,10,52,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Lopez F.,Fabbiano T.,23,117,1550,518,6,4,6,4,3,6,6,2,,,3,1,Completed,1,22,4,1,25,3,5,1,29,3,75,1,24,4,55,1,29,4,55,1,24,3,99,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Darcis S.,Ilhan M.,161,198,331,275,6,3,6,4,6,0,,,,,3,0,Completed,1,36,3,1,33,3,1,4,3,1,42,3,14,1,44,3,2,1,38,2,99,,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Groth S.,5,100,5675,585,6,1,6,1,6,1,,,,,3,0,Completed,1,5,34,1,1,13,1,1,26,1,1,41,1,1,49,75,1,1,23,44,,,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Pouille L.,Benneteau J.,31,548,1266,59,6,3,4,6,6,4,7,6,,,3,1,Completed,1,16,5,1,2,4,1,17,5,1,21,5,11,1,27,5,11,1,2,4,49,,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Isner J.,Millman J.,17,61,1965,796,6,7,7,6,7,6,7,5,,,3,1,Completed,1,16,5,1,17,4,25,1,2,4,33,1,21,5,1,21,5,25,1,18,4,74,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Murray A.,Stepanek R.,2,128,8435,459,3,6,3,6,6,0,6,3,7,5,3,2,Completed,1,2,19,,12,1,3,10,1,2,21,68,1,3,27,25,1,2,16,32,,,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Halys Q.,Chung H.,154,111,347,547,6,1,6,4,6,4,,,,,3,0,Completed,1,66,2,1,1,7,2,1,73,2,1,1,87,2,4,1,93,2,15,1,79,2,1,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Bagnis F.,De Schepper K.,99,143,590,383,6,0,6,2,7,6,,,,,3,0,Completed,1,66,2,1,1,62,2,1,1,8,2,1,68,2,33,1,8,2,33,1,66,2,19,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Carreno Busta P.,Delbonis F.,43,35,995,1165,7,6,6,7,6,4,6,4,,,3,1,Completed,2,37,1,53,2,35,1,52,2,25,1,62,2,41,1,64,2,45,1,64,2,34,1,58,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Cuevas P.,Kamke T.,27,155,1450,342,3,6,6,2,6,3,7,6,,,3,1,Completed,1,11,6,5,1,1,5,6,1,11,6,5,1,11,8,2,1,13,8,5,1,1,6,93,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Sousa J.,Dzumhur D.,29,73,1275,747,2,6,7,6,6,4,7,5,,,3,1,Completed,1,53,2,37,1,52,2,35,1,57,2,38,1,75,2,2,1,75,2,45,1,61,2,3,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Garcia-Lopez G.,De Bakker T.,51,120,865,506,6,4,6,4,5,7,7,6,,,3,1,Completed,1,18,4,5,1,2,3,8,1,22,4,33,1,31,3,85,1,31,4,75,1,23,4,14,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Lu Y.H.,1,95,16150,602,6,4,6,1,6,1,,,,,3,0,Completed,1,51,1,1,13,1,1,26,1,1,71,1,1,71,1,1,29,7,,,,,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Baghdatis M.,Muller G.,39,42,1067,1020,7,5,6,4,6,1,,,,,3,0,Completed,1,33,3,25,1,35,2,8,1,4,3,1,43,3,5,1,43,3,25,1,38,2,99,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Almagro N.,Kohlschreiber P.,49,26,899,1485,5,7,6,2,6,2,6,4,,,3,1,Completed,2,75,1,4,2,75,1,4,2,75,1,44,3,3,1,37,3,3,1,5,2,72,1,45,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Mahut N.,Berankis R.,44,50,976,885,7,6,6,2,6,1,,,,,3,0,Completed,1,57,2,25,1,58,2,25,1,83,1,83,1,72,2,25,1,83,2,48,1,61,2,28,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Bautista Agut R.,Tursunov D.,16,480,2015,75,6,3,6,3,6,1,,,,,3,0,Completed,1,2,17,1,1,11,5,1,3,13,1,4,15,92,1,5,17,1,3,13,27,,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Vesely J.,Ram R.,60,70,815,752,6,4,6,4,6,7,6,0,,,3,1,Completed,1,11,6,5,1,11,5,1,14,5,5,1,18,5,63,1,18,6,5,1,15,5,41,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Robert S.,Anderson K.,90,20,628,1840,6,4,6,2,1,6,7,5,,,3,1,Completed,2,75,1,4,2,75,1,4,2,75,1,44,2,97,1,45,3,1,48,2,85,1,41,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Granollers M.,Fognini F.,56,33,844,1205,7,5,6,4,6,3,,,,,3,0,Completed,2,75,1,4,2,55,1,45,2,62,1,5,2,86,1,48,2,86,1,51,2,67,1,46,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Donskoy E.,11,75,2740,713,6,1,6,2,6,0,,,,,3,0,Completed,1,5,11,1,4,8,5,1,5,10,1,6,12,52,1,6,13,1,5,10,57,,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Tsonga J.W.,Struff J.L.,7,101,3355,578,6,3,6,4,6,4,,,,,3,0,Completed,1,12,6,1,12,5,1,12,6,1,17,5,91,1,17,6,14,1,13,5,65,,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Giraldo S.,65,122,771,499,6,4,6,7,6,4,1,6,6,3,3,2,Completed,1,57,2,25,1,52,2,35,1,57,2,38,1,65,2,4,1,66,2,5,1,59,2,33,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Monaco J.,Istomin D.,92,64,620,771,3,6,6,4,6,3,7,5,,,3,1,Completed,1,28,3,5,1,28,3,2,1,3,3,5,1,17,6,13,1,32,6,15,1,27,3,69,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Berlocq C.,Lorenzi P.,126,54,462,855,6,3,6,0,6,2,,,,,3,0,Completed,1,72,2,1,75,1,9,1,8,2,1,81,2,11,1,86,2,11,1,81,1,97,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Gulbis E.,Seppi A.,80,38,701,1095,6,3,7,5,6,4,,,,,3,0,Completed,1,72,2,1,8,1,9,1,8,2,1,9,2,1,1,92,2,2,1,86,1,92,,,,,,
33,Paris,French Open,24/05/2016,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,Barrere G.,13,242,2570,223,6,3,6,3,6,4,,,,,3,0,Completed,1,1,26,1,1,13,1,2,17,1,2,24,52,1,2,27,25,1,1,18,36,,,,,,,
